1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1,7,18,14,33,43,47,63,74,77,110,114,124,124,185,230,228,291,300,387,483,509,606,657,796,842,1032,1153,1349,1546,1864,2014,2490,2504,2589
